Stabilizing video number: 0 with name: Crowd/0.avi
Exaggerated transform parameters in frame 57, X: 47, Y: -1, S: 1, R: 3.1e-10
Exaggerated transform parameters in frame 57, X: -45, Y: 32, S: 0.97, R: -0.0025
Exaggerated transform parameters in frame 58, X: -47, Y: 30, S: 0.97, R: -0.0017
Exaggerated transform parameters in frame 59, X: -46, Y: 30, S: 0.97, R: -0.0028
Exaggerated transform parameters in frame 68, X: -47, Y: -1, S: 0.97, R: -0.037
Exaggerated transform parameters in frame 69, X: -48, Y: -2.9, S: 0.98, R: -0.044
Exaggerated transform parameters in frame 70, X: -46, Y: -3.6, S: 0.98, R: -0.045
Exaggerated transform parameters in frame 104, X: -49, Y: 28, S: 0.98, R: 0.0049
Exaggerated transform parameters in frame 105, X: -50, Y: 29, S: 0.99, R: -0.00029
Exaggerated transform parameters in frame 106, X: -48, Y: 33, S: 0.98, R: -0.0099
Exaggerated transform parameters in frame 107, X: -46, Y: 32, S: 0.98, R: -0.016
Exaggerated transform parameters in frame 108, X: -46, Y: 30, S: 0.98, R: -0.02
Exaggerated transform parameters in frame 110, X: -45, Y: 28, S: 0.97, R: -0.026
Exaggerated transform parameters in frame 119, X: -45, Y: 24, S: 0.96, R: -0.0076
Exaggerated transform parameters in frame 120, X: -47, Y: 25, S: 0.96, R: -0.0072
Exaggerated transform parameters in frame 121, X: -45, Y: 23, S: 0.96, R: -0.00083
Exaggerated transform parameters in frame 122, X: -47, Y: 22, S: 0.97, R: 0.00061
Exaggerated transform parameters in frame 123, X: -46, Y: 20, S: 0.97, R: 0.0062
Exaggerated transform parameters in frame 124, X: -47, Y: 19, S: 0.97, R: 0.0051
Exaggerated transform parameters in frame 125, X: -47, Y: 17, S: 0.98, R: 0.0047
Exaggerated transform parameters in frame 126, X: -46, Y: 16, S: 0.99, R: 0.0039
Exaggerated transform parameters in frame 127, X: -46, Y: 15, S: 0.99, R: 0.0034
Exaggerated transform parameters in frame 128, X: -48, Y: 14, S: 1, R: -3e-07
Exaggerated transform parameters in frame 130, X: -45, Y: 10, S: 1, R: 2e-06
Exaggerated transform parameters in frame 146, X: -6, Y: -31, S: 0.98, R: -0.021
Exaggerated transform parameters in frame 147, X: -2.2, Y: -32, S: 0.98, R: -0.02
Exaggerated transform parameters in frame 151, X: 5.9, Y: -33, S: 0.99, R: 0.0053
Exaggerated transform parameters in frame 388, X: -47, Y: 4, S: 1, R: -6.1e-08
Exaggerated transform parameters in frame 389, X: -47, Y: 6, S: 1, R: 5.1e-07
Exaggerated transform parameters in frame 390, X: -47, Y: 9, S: 1, R: -4e-07
Exaggerated transform parameters in frame 391, X: -48, Y: 12, S: 1, R: -6.9e-08
Exaggerated transform parameters in frame 392, X: -47, Y: 15, S: 1, R: 6.5e-08
Exaggerated transform parameters in frame 393, X: -47, Y: 18, S: 1, R: -0.0078
Exaggerated transform parameters in frame 394, X: -47, Y: 18, S: 0.99, R: -0.014
Exaggerated transform parameters in frame 395, X: -46, Y: 20, S: 0.98, R: -0.031
Exaggerated transform parameters in frame 471, X: 45, Y: -5.4, S: 0.97, R: 0.00041
Exaggerated transform parameters in frame 472, X: 49, Y: -7.3, S: 0.97, R: 0.00064
Exaggerated transform parameters in frame 473, X: 50, Y: -6.8, S: 0.97, R: 0.001
Exaggerated transform parameters in frame 474, X: 46, Y: -5, S: 0.97, R: -0.0007
Exaggerated transform parameters in frame 484, X: 47, Y: 4.6, S: 0.98, R: -0.017
Exaggerated transform parameters in frame 485, X: 50, Y: -0.27, S: 0.98, R: -0.01
Exaggerated transform parameters in frame 486, X: 49, Y: -3.5, S: 0.98, R: -0.0074
Exaggerated transform parameters in frame 487, X: 48, Y: -9.8, S: 0.99, R: 0.00032
Exaggerated transform parameters in frame 488, X: 47, Y: -12, S: 1, R: -4.7e-08
Exaggerated transform parameters in frame 489, X: 51, Y: -13, S: 1, R: -2.9e-08
Exaggerated transform parameters in frame 490, X: 51, Y: -14, S: 1, R: 8.7e-08
Exaggerated transform parameters in frame 491, X: 51, Y: -15, S: 1, R: -2.8e-07
Exaggerated transform parameters in frame 492, X: 52, Y: -15, S: 1, R: -3.4e-07
Exaggerated transform parameters in frame 493, X: 52, Y: -15, S: 1, R: -3.4e-07
Exaggerated transform parameters in frame 494, X: 52, Y: -15, S: 1, R: -3.4e-07
Exaggerated transform parameters in frame 495, X: 52, Y: -16, S: 1, R: -1.8e-09
Exaggerated transform parameters in frame 496, X: 53, Y: -17, S: 1, R: -1.4e-07
Exaggerated transform parameters in frame 497, X: 54, Y: -17, S: 1, R: 0.0019
Exaggerated transform parameters in frame 498, X: 57, Y: -15, S: 0.99, R: 0.0071
Exaggerated transform parameters in frame 499, X: 56, Y: -12, S: 0.99, R: 0.011
Exaggerated transform parameters in frame 500, X: 51, Y: -6.5, S: 1, R: 0.0077
Exaggerated transform parameters in frame 501, X: 52, Y: 1.7, S: 1, R: 0.0005
Exaggerated transform parameters in frame 502, X: 53, Y: 7, S: 1, R: -3.6e-07
Exaggerated transform parameters in frame 503, X: 55, Y: 13, S: 1, R: 1.3e-05
Exaggerated transform parameters in frame 504, X: 56, Y: 16, S: 0.98, R: 0.0014
Exaggerated transform parameters in frame 505, X: 53, Y: 15, S: 0.98, R: 0.005
Exaggerated transform parameters in frame 506, X: 55, Y: 9.9, S: 0.98, R: 0.015
Exaggerated transform parameters in frame 507, X: 56, Y: 6.4, S: 0.97, R: 0.024
Exaggerated transform parameters in frame 508, X: 49, Y: 4, S: 0.98, R: 0.027
Exaggerated transform parameters in frame 509, X: 51, Y: 6.1, S: 0.99, R: 0.025
Exaggerated transform parameters in frame 510, X: 54, Y: 6.6, S: 0.99, R: 0.034
Exaggerated transform parameters in frame 511, X: 50, Y: 7.4, S: 1, R: 0.038
Exaggerated transform parameters in frame 513, X: 47, Y: 9.4, S: 1, R: 0.049
Exaggerated transform parameters in frame 517, X: 38, Y: 19, S: 0.99, R: 0.053
Exaggerated transform parameters in frame 518, X: 38, Y: 19, S: 0.99, R: 0.056
Exaggerated transform parameters in frame 519, X: 38, Y: 15, S: 0.98, R: 0.061
Exaggerated transform parameters in frame 520, X: 38, Y: 13, S: 0.98, R: 0.058
Exaggerated transform parameters in frame 521, X: 39, Y: 9.2, S: 0.98, R: 0.063
Erroneous transform parameters in frame 544, X: -6.3, Y: -57, S: 0.98, R: 0.073
Exaggerated transform parameters in frame 555, X: -14, Y: -32, S: 0.94, R: 0.056
Exaggerated transform parameters in frame 556, X: -20, Y: -32, S: 0.94, R: 0.057
Exaggerated transform parameters in frame 557, X: -33, Y: -39, S: 0.95, R: 0.063
Measurement of stabilizing video number: 1 with name: Crowd/1.avi
Cropping ratio: 0.92
Distortion value: 0.91
Stability score: 0.76
X translation stability score: 0.76
Y translation stability score: 0.98
Rotation stability score: 0.96
Stabilizing video number: 2 with name: Crowd/2.avi
Exaggerated transform parameters in frame 81, X: -7, Y: 31, S: 1, R: 9.1e-09
Exaggerated transform parameters in frame 82, X: -6, Y: 33, S: 1, R: 3.2e-08
Exaggerated transform parameters in frame 83, X: -6, Y: 32, S: 1, R: -3.4e-08
Exaggerated transform parameters in frame 84, X: -8, Y: 31, S: 1, R: -4.9e-08
Exaggerated transform parameters in frame 85, X: -10, Y: 31, S: 1, R: -6.1e-09
Exaggerated transform parameters in frame 86, X: -11, Y: 32, S: 1, R: 7.5e-08
Exaggerated transform parameters in frame 87, X: -11, Y: 34, S: 1, R: 5.7e-08
Exaggerated transform parameters in frame 88, X: -10, Y: 35, S: 1, R: 8.5e-09
Exaggerated transform parameters in frame 89, X: -9, Y: 35, S: 1, R: -6.5e-08
Exaggerated transform parameters in frame 90, X: -9, Y: 34, S: 1, R: -8.4e-09
Exaggerated transform parameters in frame 91, X: -10, Y: 34, S: 1, R: 8.8e-08
Exaggerated transform parameters in frame 92, X: -12, Y: 33, S: 1, R: -3.1e-08
Exaggerated transform parameters in frame 93, X: -13, Y: 31, S: 1, R: -3.3e-09
Exaggerated transform parameters in frame 94, X: -13, Y: 30, S: 1, R: 1.8e-08
Exaggerated transform parameters in frame 117, X: -7, Y: 34, S: 1, R: -8.1e-08
Exaggerated transform parameters in frame 118, X: -11, Y: 35, S: 1, R: 5.1e-08
Exaggerated transform parameters in frame 119, X: -16, Y: 34, S: 1, R: 7.3e-09
Exaggerated transform parameters in frame 120, X: -21, Y: 32, S: 1, R: -4.9e-08
Exaggerated transform parameters in frame 121, X: -26, Y: 31, S: 1, R: -3.8e-06
Exaggerated transform parameters in frame 122, X: -30, Y: 31, S: 1, R: -8.1e-08
Exaggerated transform parameters in frame 123, X: -32, Y: 30, S: 1, R: 6.5e-09
Exaggerated transform parameters in frame 124, X: -32, Y: 30, S: 1, R: 6.5e-09
Exaggerated transform parameters in frame 125, X: -31, Y: 30, S: 1, R: 7.9e-08
Exaggerated transform parameters in frame 184, X: -46, Y: 9, S: 1, R: 3.8e-08
Exaggerated transform parameters in frame 185, X: -46, Y: 8.7, S: 1, R: -0.0019
Exaggerated transform parameters in frame 223, X: 35, Y: 33, S: 1, R: 8.6e-08
Exaggerated transform parameters in frame 224, X: 30, Y: 35, S: 1, R: 1.3e-07
Exaggerated transform parameters in frame 225, X: 25, Y: 34, S: 1, R: -1.6e-07
Exaggerated transform parameters in frame 226, X: 20, Y: 35, S: 1, R: 3.5e-08
Exaggerated transform parameters in frame 227, X: 16, Y: 35, S: 1, R: -4.9e-08
Exaggerated transform parameters in frame 228, X: 12, Y: 34, S: 1, R: 3.7e-08
Exaggerated transform parameters in frame 229, X: 9, Y: 31, S: 1, R: -9.2e-10
Exaggerated transform parameters in frame 243, X: -22, Y: 30, S: 1, R: 2.3e-08
Exaggerated transform parameters in frame 244, X: -29, Y: 34, S: 1, R: 5.9e-06
Exaggerated transform parameters in frame 245, X: -34, Y: 35, S: 1, R: -0.01
Exaggerated transform parameters in frame 246, X: -35, Y: 35, S: 1, R: -0.019
Exaggerated transform parameters in frame 283, X: -50, Y: 5, S: 1, R: 1.1e-07
Exaggerated transform parameters in frame 284, X: -48, Y: 3, S: 1, R: 2.4e-08
Exaggerated transform parameters in frame 285, X: -47, Y: 1, S: 1, R: 3.1e-10
Exaggerated transform parameters in frame 294, X: -32, Y: 30, S: 1, R: 6.5e-09
Exaggerated transform parameters in frame 295, X: -36, Y: 31, S: 1, R: -6.1e-08
Exaggerated transform parameters in frame 297, X: -45, Y: 29, S: 1, R: -8e-08
Exaggerated transform parameters in frame 298, X: -49, Y: 27, S: 1, R: -1.7e-06
Exaggerated transform parameters in frame 299, X: -48, Y: 24, S: 1, R: 2e-08
Exaggerated transform parameters in frame 300, X: -48, Y: 21, S: 1, R: 6.1e-07
Exaggerated transform parameters in frame 301, X: -49, Y: 17, S: 1, R: -2.7e-07
Exaggerated transform parameters in frame 302, X: -49, Y: 14, S: 1, R: 3.7e-07
Exaggerated transform parameters in frame 303, X: -48, Y: 13, S: 1, R: 6.1e-08
Exaggerated transform parameters in frame 304, X: -48, Y: 15, S: 1, R: 4e-07
Exaggerated transform parameters in frame 305, X: -46, Y: 19, S: 1, R: 1.1e-06
Exaggerated transform parameters in frame 327, X: 20, Y: -31, S: 1, R: 7.6e-09
Exaggerated transform parameters in frame 328, X: 19, Y: -32, S: 1, R: 5.3e-06
Exaggerated transform parameters in frame 329, X: 18, Y: -32, S: 1, R: 4.5e-08
Exaggerated transform parameters in frame 330, X: 18, Y: -32, S: 1, R: 4.5e-08
Exaggerated transform parameters in frame 331, X: 19, Y: -32, S: 1, R: 5.3e-06
Exaggerated transform parameters in frame 332, X: 20, Y: -30, S: 1, R: -3.4e-08
Exaggerated transform parameters in frame 452, X: -16, Y: 30, S: 1, R: -0.00066
Exaggerated transform parameters in frame 453, X: -14, Y: 30, S: 1, R: -2.1e-08
Exaggerated transform parameters in frame 454, X: -13, Y: 31, S: 1, R: -3.3e-09
Exaggerated transform parameters in frame 455, X: -12, Y: 30, S: 1, R: -2.4e-08
Exaggerated transform parameters in frame 462, X: -8, Y: 30, S: 1, R: -8.3e-08
Exaggerated transform parameters in frame 463, X: -7, Y: 31, S: 1, R: 9.1e-09
Exaggerated transform parameters in frame 464, X: -5, Y: 31, S: 1, R: 5.4e-08
Exaggerated transform parameters in frame 465, X: -4, Y: 31, S: 1, R: -4.3e-08
Exaggerated transform parameters in frame 466, X: -3, Y: 32, S: 1, R: 2.6e-09
Exaggerated transform parameters in frame 467, X: -0.92, Y: 31, S: 1, R: 8e-05
Exaggerated transform parameters in frame 468, X: 0.058, Y: 32, S: 1, R: -9.7e-05
Exaggerated transform parameters in frame 469, X: 2, Y: 33, S: 1, R: 1.6e-07
Exaggerated transform parameters in frame 470, X: 3, Y: 33, S: 1, R: -8.6e-08
Exaggerated transform parameters in frame 471, X: 4, Y: 32, S: 1, R: 7.8e-08
Exaggerated transform parameters in frame 472, X: 5, Y: 31, S: 1, R: -5.4e-08
Exaggerated transform parameters in frame 473, X: 6, Y: 31, S: 1, R: -4.2e-08
Exaggerated transform parameters in frame 474, X: 6, Y: 30, S: 1, R: -1.3e-08
Exaggerated transform parameters in frame 485, X: 12, Y: 33, S: 1, R: 3.1e-08
Exaggerated transform parameters in frame 486, X: 10, Y: 30, S: 1, R: 0.0027
Exaggerated transform parameters in frame 487, X: 5.5, Y: 34, S: 1, R: -0.0022
Exaggerated transform parameters in frame 488, X: 6.9, Y: 33, S: 1, R: 0.0017
Exaggerated transform parameters in frame 489, X: 8.9, Y: 31, S: 1, R: 0.021
Exaggerated transform parameters in frame 490, X: 9.2, Y: 35, S: 1, R: 0.026
Exaggerated transform parameters in frame 491, X: 10, Y: 36, S: 1, R: 0.035
Exaggerated transform parameters in frame 492, X: 11, Y: 44, S: 1, R: 0.034
Exaggerated transform parameters in frame 493, X: 11, Y: 39, S: 1, R: 0.043
Erroneous transform parameters in frame 494, X: 5.8, Y: 51, S: 1, R: 0.0078
Invalid estimated transform error in frame 495
Exaggerated transform parameters in frame 496, X: 2.4, Y: 27, S: 1, R: 0.053
Exaggerated transform parameters in frame 497, X: -3.3, Y: 31, S: 1, R: 0.037
Exaggerated transform parameters in frame 498, X: -24, Y: -23, S: 1.1, R: 0.13
Exaggerated transform parameters in frame 499, X: -5, Y: 34, S: 0.84, R: 0.067
Exaggerated transform parameters in frame 500, X: -4.5, Y: 25, S: 0.91, R: 0.055
Exaggerated transform parameters in frame 501, X: -0.65, Y: 20, S: 0.92, R: 0.056
Exaggerated transform parameters in frame 502, X: 2.7, Y: 13, S: 0.93, R: 0.058
Exaggerated transform parameters in frame 503, X: 4.9, Y: 8.2, S: 0.94, R: 0.052
Exaggerated transform parameters in frame 505, X: 8, Y: 1.7, S: 0.95, R: 0.058
Exaggerated transform parameters in frame 506, X: 9.4, Y: 0.86, S: 0.96, R: 0.056
Exaggerated transform parameters in frame 509, X: 4.4, Y: 2.1, S: 0.98, R: 0.054
Exaggerated transform parameters in frame 510, X: 4.7, Y: -15, S: 0.99, R: 0.094
Exaggerated transform parameters in frame 660, X: 34, Y: -32, S: 1, R: -3.6e-08
Exaggerated transform parameters in frame 661, X: 34, Y: -31, S: 1, R: -6e-08
Exaggerated transform parameters in frame 694, X: -49, Y: -32, S: 1, R: 0.015
Exaggerated transform parameters in frame 695, X: -46, Y: -24, S: 1, R: 0.012
Exaggerated transform parameters in frame 696, X: -47, Y: -19, S: 1, R: 0.012
Exaggerated transform parameters in frame 715, X: -28, Y: 31, S: 0.97, R: 0.028
Exaggerated transform parameters in frame 717, X: -28, Y: 31, S: 0.97, R: 0.011
Exaggerated transform parameters in frame 801, X: 45, Y: -25, S: 0.99, R: 0.042
Exaggerated transform parameters in frame 802, X: 45, Y: -25, S: 0.99, R: 0.055
Exaggerated transform parameters in frame 803, X: 46, Y: -25, S: 0.99, R: 0.065
Exaggerated transform parameters in frame 804, X: 43, Y: -23, S: 1, R: 0.055
Erroneous transform parameters in frame 826, X: 89, Y: -9, S: 0.8, R: 0.12
Exaggerated transform parameters in frame 828, X: 48, Y: 11, S: 0.95, R: -0.022
Exaggerated transform parameters in frame 829, X: 56, Y: 16, S: 0.95, R: -0.014
Exaggerated transform parameters in frame 843, X: 5, Y: -38, S: 1, R: -1.8e-08
Exaggerated transform parameters in frame 844, X: 5, Y: -34, S: 1, R: -5e-08
Exaggerated transform parameters in frame 845, X: 6, Y: -33, S: 1, R: 3.2e-08
Exaggerated transform parameters in frame 846, X: 7, Y: -33, S: 1, R: -2.2e-08
Exaggerated transform parameters in frame 847, X: 9, Y: -33, S: 1, R: -7.6e-08
Exaggerated transform parameters in frame 848, X: 13, Y: -31, S: 1, R: -3.3e-09
Exaggerated transform parameters in frame 852, X: 29, Y: -9.5, S: 0.99, R: -0.068
Exaggerated transform parameters in frame 853, X: 32, Y: -11, S: 0.99, R: -0.077
Exaggerated transform parameters in frame 854, X: 40, Y: -10, S: 0.98, R: -0.073
Erroneous transform parameters in frame 855, X: 53, Y: -57, S: 0.99, R: 0.046
Exaggerated transform parameters in frame 857, X: 52, Y: -35, S: 1, R: -0.021
Exaggerated transform parameters in frame 858, X: 57, Y: -35, S: 1, R: -0.0061
Exaggerated transform parameters in frame 859, X: 50, Y: -29, S: 1, R: -0.0035
Exaggerated transform parameters in frame 860, X: 51, Y: -23, S: 1, R: 0.00093
Exaggerated transform parameters in frame 861, X: 46, Y: -16, S: 0.99, R: 0.0044
Exaggerated transform parameters in frame 886, X: -50, Y: 4.5, S: 1, R: 0.00037
Exaggerated transform parameters in frame 887, X: -53, Y: -2, S: 1, R: 8.9e-09
Exaggerated transform parameters in frame 889, X: -46, Y: -4, S: 1, R: 6e-08
Exaggerated transform parameters in frame 895, X: -16, Y: 33, S: 1, R: -0.032
Exaggerated transform parameters in frame 899, X: -28, Y: 31, S: 1, R: -0.041
Exaggerated transform parameters in frame 900, X: -28, Y: 32, S: 1, R: -0.043
Exaggerated transform parameters in frame 901, X: -27, Y: 30, S: 1, R: -0.041
Exaggerated transform parameters in frame 902, X: -24, Y: 31, S: 1, R: -0.039
Exaggerated transform parameters in frame 920, X: 52, Y: -5, S: 1, R: -1.8e-07
Exaggerated transform parameters in frame 921, X: 55, Y: -1.8, S: 1, R: 0.00015
Exaggerated transform parameters in frame 922, X: 50, Y: 2.7, S: 0.99, R: 0.0041
Exaggerated transform parameters in frame 923, X: 48, Y: 7.9, S: 0.98, R: 0.0039
Exaggerated transform parameters in frame 930, X: 17, Y: 32, S: 1, R: 0.017
Exaggerated transform parameters in frame 942, X: -7.9, Y: -11, S: 0.97, R: 0.056
Exaggerated transform parameters in frame 944, X: -13, Y: 1.1, S: 0.97, R: 0.051
Exaggerated transform parameters in frame 978, X: 2, Y: -32, S: 1, R: -1.6e-08
Exaggerated transform parameters in frame 979, X: 4, Y: -34, S: 1, R: -6.1e-08
Exaggerated transform parameters in frame 980, X: 10, Y: -37, S: 1, R: 0.015
Exaggerated transform parameters in frame 981, X: 18, Y: -36, S: 1, R: 0.031
Exaggerated transform parameters in frame 982, X: 27, Y: -33, S: 0.99, R: 0.047
Exaggerated transform parameters in frame 1044, X: 50, Y: -16, S: 1, R: -0.017
Exaggerated transform parameters in frame 1045, X: 51, Y: -19, S: 1, R: -0.017
Exaggerated transform parameters in frame 1046, X: 51, Y: -21, S: 1, R: -0.019
Exaggerated transform parameters in frame 1047, X: 54, Y: -26, S: 1, R: -0.008
Exaggerated transform parameters in frame 1048, X: 59, Y: -23, S: 1, R: -0.0069
Exaggerated transform parameters in frame 1049, X: 57, Y: -18, S: 1, R: -0.011
Exaggerated transform parameters in frame 1050, X: 54, Y: -14, S: 1, R: -0.013
Exaggerated transform parameters in frame 1051, X: 55, Y: -12, S: 1, R: -0.013
Exaggerated transform parameters in frame 1052, X: 60, Y: -8.1, S: 1, R: -0.016
Exaggerated transform parameters in frame 1053, X: 56, Y: -8.8, S: 1, R: -0.013
Exaggerated transform parameters in frame 1054, X: 61, Y: -12, S: 1, R: 2.6e-06
Exaggerated transform parameters in frame 1055, X: 56, Y: -13, S: 1, R: 1.5e-06
Exaggerated transform parameters in frame 1056, X: 57, Y: -14, S: 1, R: -1e-07
Exaggerated transform parameters in frame 1057, X: 57, Y: -14, S: 1, R: -1e-07
Exaggerated transform parameters in frame 1058, X: 57, Y: -13, S: 1, R: -1.5e-06
Exaggerated transform parameters in frame 1059, X: 59, Y: -12, S: 0.99, R: 0.0021
Exaggerated transform parameters in frame 1060, X: 60, Y: -14, S: 0.99, R: 0.012
